index,event_id,minute,second,team_id,player_id,x,y,end_x,end_y,type_display_name,outcome_type_display_name,period_display_name,player_name,Position
1,3,0,0,Manchester City,77464,49.9,50,18.9,52.7,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
2,4,0,6,Manchester City,121774,27.5,51.6,39.3,20.8,Pass,Successful,FirstHalf,Moraes Ederson ,GK
3,5,0,13,Manchester City,101374,47.8,40.6,45.5,78,Pass,Successful,FirstHalf,John Stones,DM
4,6,0,15,Manchester City,297390,45.5,78.6,58.2,81.5,Pass,Successful,FirstHalf,Manuel Akanji,LB
5,7,0,17,Manchester City,77464,56.4,85.2,35.4,96.6,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
6,8,0,20,Manchester City,297390,34.3,95.4,34.1,58.7,Pass,Successful,FirstHalf,Manuel Akanji,LB
7,9,0,23,Manchester City,101374,29.9,57.9,9.8,45.2,Pass,Successful,FirstHalf,John Stones,DM
8,10,0,25,Manchester City,121774,9.8,45.2,18.8,3.7,Pass,Successful,FirstHalf,Moraes Ederson ,GK
9,3,0,28,Real Madrid,337782,78.2,94.8,,,Challenge,Unsuccessful,FirstHalf,Vinicius Junior,FWD
10,11,0,28,Manchester City,69778,21.8,5.2,,,TakeOn,Successful,FirstHalf,Kyle Walker,RB
11,12,0,30,Manchester City,69778,21,9.5,3.9,45.4,Pass,Successful,FirstHalf,Kyle Walker,RB
12,13,0,36,Manchester City,121774,8.6,53.6,21.5,57.8,Pass,Successful,FirstHalf,Moraes Ederson ,GK
13,28,5,29,Real Madrid,369109,13.4,86.1,,,Tackle,Successful,FirstHalf,Eduardo Camavinga,LB
14,29,5,31,Real Madrid,31772,11.4,96.4,,,BallRecovery,Successful,FirstHalf,Toni Kroos,CM
15,14,0,37,Manchester City,303139,21.5,57.8,7.2,57.8,Pass,Successful,FirstHalf,Hernandez Rodri,DM
16,15,0,43,Manchester City,121774,12.5,55.1,20.3,36.2,Pass,Successful,FirstHalf,Moraes Ederson ,GK
17,16,0,51,Manchester City,313171,29.5,48.1,30.6,39.8,Pass,Successful,FirstHalf,Ruben Dias,CB
18,17,0,55,Manchester City,101374,31.4,43.4,34.1,83.4,Pass,Successful,FirstHalf,John Stones,DM
19,18,0,58,Manchester City,297390,34.1,83.4,44.8,80.3,Pass,Successful,FirstHalf,Manuel Akanji,LB
20,19,0,59,Manchester City,303139,45,82.2,,,BallTouch,Unsuccessful,FirstHalf,Hernandez Rodri,DM
21,4,1,0,Real Madrid,344644,51.1,13.4,64.8,0,Pass,Unsuccessful,FirstHalf,Federico Valverde,MC
22,21,1,10,Manchester City,297390,35.1,100,30,67.5,Pass,Successful,FirstHalf,Manuel Akanji,LB
23,22,1,11,Manchester City,313171,29.7,67.5,37,68.7,Pass,Successful,FirstHalf,Ruben Dias,CB
24,23,1,14,Manchester City,303139,37.2,68.9,47.3,82.7,Pass,Successful,FirstHalf,Hernandez Rodri,DM
25,24,1,15,Manchester City,77464,47.3,82.7,38.7,93.9,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
26,25,1,18,Manchester City,297390,38.7,93.6,36.6,78.8,Pass,Successful,FirstHalf,Manuel Akanji,LB
27,26,1,20,Manchester City,303139,36.6,78.8,34.4,78,Pass,Unsuccessful,FirstHalf,Hernandez Rodri,DM
28,6,1,20,Real Madrid,14296,63.7,16.9,,,BlockedPass,Successful,FirstHalf,Karim Benzema,FWD
29,27,1,22,Manchester City,297390,27,91.8,19.9,69.8,Pass,Successful,FirstHalf,Manuel Akanji,LB
30,28,1,25,Manchester City,313171,19.7,65.7,25.8,58.1,Pass,Successful,FirstHalf,Ruben Dias,CB
31,29,1,25,Manchester City,101374,25.8,58.1,28.6,26.6,Pass,Successful,FirstHalf,John Stones,DM
32,30,1,33,Manchester City,69778,37.5,10.6,64.1,1.6,Pass,Successful,FirstHalf,Kyle Walker,RB
33,31,1,37,Manchester City,136741,68.3,17.8,62,32.3,Pass,Successful,FirstHalf,Bernardo Silva,RM
34,32,1,41,Manchester City,101374,68.4,50.6,63.8,70.8,Pass,Successful,FirstHalf,John Stones,DM
35,33,1,43,Manchester City,297390,63.8,70.8,64.9,59.7,Pass,Successful,FirstHalf,Manuel Akanji,LB
36,34,1,46,Manchester City,303139,67.7,55.5,86.4,6.8,Pass,Successful,FirstHalf,Hernandez Rodri,DM
37,35,1,48,Manchester City,136741,86.4,6.8,,,BallTouch,Unsuccessful,FirstHalf,Bernardo Silva,RM
38,8,2,2,Real Madrid,369109,11.8,100,22.4,92.5,Pass,Successful,FirstHalf,Eduardo Camavinga,LB
39,9,2,4,Real Madrid,20874,21.2,92,11.7,96.9,Pass,Successful,FirstHalf,Luka Modric,CM
40,10,2,5,Real Madrid,369109,12.5,96.9,31.6,90.6,Pass,Unsuccessful,FirstHalf,Eduardo Camavinga,LB
41,37,2,7,Manchester City,101374,71.2,13.4,81.7,37.4,Pass,Unsuccessful,FirstHalf,John Stones,DM
42,11,2,9,Real Madrid,337879,20,64.6,34.8,100,Pass,Unsuccessful,FirstHalf,Eder Militao,CB
43,39,2,17,Manchester City,69778,68.3,0,60.1,25.4,Pass,Successful,FirstHalf,Kyle Walker,RB
44,40,2,21,Manchester City,303139,62.4,37,61.1,52.5,Pass,Successful,FirstHalf,Hernandez Rodri,DM
45,41,2,25,Manchester City,77464,58.7,66.2,62.1,98.4,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
46,42,2,29,Manchester City,113069,60.7,94.4,44.8,58.4,Pass,Successful,FirstHalf,Jack Grealish,LM
47,43,2,34,Manchester City,313171,54.1,56.4,65.6,46.9,Pass,Successful,FirstHalf,Ruben Dias,CB
48,44,2,40,Manchester City,101374,67.7,52.8,66.6,79.8,Pass,Successful,FirstHalf,John Stones,DM
49,45,2,43,Manchester City,297390,69.2,83.6,75.6,97.4,Pass,Successful,FirstHalf,Manuel Akanji,LB
50,30,5,34,Real Madrid,31772,2.2,97.6,,,Foul,Successful,FirstHalf,Toni Kroos,CM
51,46,2,47,Manchester City,113069,79.4,94.2,77.6,78.9,Pass,Successful,FirstHalf,Jack Grealish,LM
52,47,2,49,Manchester City,77464,78.2,81.8,86.2,82.5,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
53,48,2,52,Manchester City,113069,84.8,87.2,88,96.8,Pass,Successful,FirstHalf,Jack Grealish,LM
54,49,2,53,Manchester City,77464,88,96.8,70.7,91.1,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
55,50,2,56,Manchester City,297390,73,87.5,78,97.5,Pass,Successful,FirstHalf,Manuel Akanji,LB
56,51,3,0,Manchester City,77464,78.3,81.5,71.9,77,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
57,52,3,2,Manchester City,303139,71.7,76.8,71.2,45.7,Pass,Successful,FirstHalf,Hernandez Rodri,DM
58,53,3,5,Manchester City,69778,72.7,43.1,,,MissedShots,Successful,FirstHalf,Kyle Walker,RB
59,14,3,29,Real Madrid,73798,4.9,45.2,59.8,0,Pass,Unsuccessful,FirstHalf,Thibaut Courtois,GK
60,56,3,39,Manchester City,297390,34.7,100,23.4,80.4,Pass,Successful,FirstHalf,Manuel Akanji,LB
61,57,3,48,Manchester City,313171,29,68.9,32.4,91.7,Pass,Successful,FirstHalf,Ruben Dias,CB
62,58,3,50,Manchester City,297390,32.9,92.7,41.6,93.6,Pass,Successful,FirstHalf,Manuel Akanji,LB
63,59,3,52,Manchester City,77464,41.6,93.6,24.3,76.1,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
64,60,3,53,Manchester City,313171,24.3,76.1,29.1,93.8,Pass,Successful,FirstHalf,Ruben Dias,CB
65,61,3,58,Manchester City,297390,38.2,85.7,41.5,78,Pass,Successful,FirstHalf,Manuel Akanji,LB
66,62,3,59,Manchester City,315227,37.6,81.2,37.9,96.4,Pass,Successful,FirstHalf,Erling Haaland,FWD
67,63,4,2,Manchester City,77464,39.2,90.8,37.9,28.7,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
68,64,4,9,Manchester City,69778,67.8,17.3,75.8,3.2,Pass,Successful,FirstHalf,Kyle Walker,RB
69,65,4,11,Manchester City,136741,78.1,3.2,90.2,4.3,Pass,Successful,FirstHalf,Bernardo Silva,RM
70,742,4,13,Real Madrid,39722,8.2,96.5,,,Challenge,Unsuccessful,FirstHalf,David Alaba,CB
71,967,4,13,Manchester City,73084,91.8,3.5,,,TakeOn,Successful,FirstHalf,Kevin De-Bruyne,AM
72,67,4,14,Manchester City,73084,98.9,5.3,95.2,23.2,Pass,Successful,FirstHalf,Kevin De-Bruyne,AM
73,68,4,15,Manchester City,136741,95.2,23.2,,,BallTouch,Unsuccessful,FirstHalf,Bernardo Silva,RM
74,16,4,17,Real Madrid,20874,7.1,73.5,,,BallRecovery,Successful,FirstHalf,Luka Modric,CM
75,89,5,34,Manchester City,136741,97.8,2.4,,,Foul,Unsuccessful,FirstHalf,Bernardo Silva,RM
76,17,4,17,Real Madrid,20874,7.1,73.5,10.8,93.1,Pass,Successful,FirstHalf,Luka Modric,CM
77,18,4,20,Real Madrid,337782,11.2,89.8,34.7,35,Pass,Unsuccessful,FirstHalf,Vinicius Junior,FWD
78,69,4,22,Manchester City,297390,67.6,68.6,,,BallRecovery,Successful,FirstHalf,Manuel Akanji,LB
79,70,4,22,Manchester City,297390,67.6,68.6,70.6,60,Pass,Successful,FirstHalf,Manuel Akanji,LB
80,71,4,23,Manchester City,113069,70.6,59.9,65.6,51,Pass,Successful,FirstHalf,Jack Grealish,LM
81,72,4,26,Manchester City,303139,61.9,58.5,68,77.7,Pass,Successful,FirstHalf,Hernandez Rodri,DM
82,73,4,32,Manchester City,297390,70.9,84.3,68.9,74.4,Pass,Successful,FirstHalf,Manuel Akanji,LB
83,74,4,35,Manchester City,303139,69.5,67.1,67.4,48.4,Pass,Successful,FirstHalf,Hernandez Rodri,DM
84,75,4,38,Manchester City,101374,70.1,49.7,87.3,92.6,Pass,Successful,FirstHalf,John Stones,DM
85,76,4,43,Manchester City,113069,98.8,86.6,88.5,34.3,Pass,Successful,FirstHalf,Jack Grealish,LM
86,77,4,45,Manchester City,136741,89,36.2,,,Aerial,Successful,FirstHalf,Bernardo Silva,RM
87,19,4,45,Real Madrid,20874,11,63.8,,,Aerial,Unsuccessful,FirstHalf,Luka Modric,CM
88,78,4,45,Manchester City,136741,88.5,34.3,,,BallTouch,Successful,FirstHalf,Bernardo Silva,RM
89,20,4,45,Real Madrid,20874,10.4,61.8,,,BallTouch,Successful,FirstHalf,Luka Modric,CM
90,79,4,48,Manchester City,73084,92.3,26.8,95.3,50.1,Pass,Unsuccessful,FirstHalf,Kevin De-Bruyne,AM
91,21,4,49,Real Madrid,337879,4.6,49.6,,,Aerial,Successful,FirstHalf,Eder Militao,CB
92,80,4,49,Manchester City,315227,95.4,50.4,,,Aerial,Unsuccessful,FirstHalf,Erling Haaland,FWD
93,22,4,49,Real Madrid,337879,4.2,48.7,5.3,45.2,Clearance,Successful,FirstHalf,Eder Militao,CB
94,23,4,52,Real Madrid,73798,5.3,45.2,,,Claim,Successful,FirstHalf,Thibaut Courtois,GK
95,24,5,10,Real Madrid,73798,9.7,49.7,47.3,69,Pass,Successful,FirstHalf,Thibaut Courtois,GK
96,25,5,12,Real Madrid,20874,45.9,68.5,,,BallTouch,Unsuccessful,FirstHalf,Luka Modric,CM
97,81,5,13,Manchester City,313171,44.8,28.4,,,BallRecovery,Successful,FirstHalf,Ruben Dias,CB
98,82,5,13,Manchester City,313171,44.8,28.4,56.8,29.3,Pass,Successful,FirstHalf,Ruben Dias,CB
99,83,5,16,Manchester City,73084,56.6,29.6,52.5,36.4,Pass,Successful,FirstHalf,Kevin De-Bruyne,AM
100,84,5,17,Manchester City,303139,52.5,36.4,58.6,9.8,Pass,Successful,FirstHalf,Hernandez Rodri,DM
101,26,5,23,Real Madrid,369109,26.7,90.9,,,Challenge,Unsuccessful,FirstHalf,Eduardo Camavinga,LB
102,85,5,23,Manchester City,136741,73.3,9.1,,,TakeOn,Successful,FirstHalf,Bernardo Silva,RM
103,86,5,25,Manchester City,136741,76.4,20,,,TakeOn,Unsuccessful,FirstHalf,Bernardo Silva,RM
104,27,5,25,Real Madrid,337782,23.6,80,,,Tackle,Unsuccessful,FirstHalf,Vinicius Junior,FWD
105,87,5,28,Manchester City,136741,86.6,13.9,,,Dispossessed,Successful,FirstHalf,Bernardo Silva,RM
106,31,6,18,Real Madrid,73798,12,93.6,62.9,68,Pass,Unsuccessful,FirstHalf,Thibaut Courtois,GK
107,90,6,22,Manchester City,303139,37.2,33.2,,,Aerial,Successful,FirstHalf,Hernandez Rodri,DM
108,32,6,22,Real Madrid,14296,62.8,66.8,,,Aerial,Unsuccessful,FirstHalf,Karim Benzema,FWD
109,91,6,22,Manchester City,303139,37.4,36.8,62.4,52.2,Pass,Unsuccessful,FirstHalf,Hernandez Rodri,DM
110,33,6,24,Real Madrid,337879,38.2,48.5,,,Aerial,Successful,FirstHalf,Eder Militao,CB
111,92,6,24,Manchester City,113069,61.8,51.5,,,Aerial,Unsuccessful,FirstHalf,Jack Grealish,LM
112,34,6,24,Real Madrid,337879,39.5,50.7,56,60.2,Pass,Unsuccessful,FirstHalf,Eder Militao,CB
113,93,6,26,Manchester City,303139,41.2,41,,,Aerial,Successful,FirstHalf,Hernandez Rodri,DM
114,35,6,26,Real Madrid,14296,58.8,59,,,Aerial,Unsuccessful,FirstHalf,Karim Benzema,FWD
115,94,6,26,Manchester City,303139,40.7,42.4,51.7,45.1,Pass,Unsuccessful,FirstHalf,Hernandez Rodri,DM
116,36,6,28,Real Madrid,31772,45,54.9,,,BallTouch,Unsuccessful,FirstHalf,Toni Kroos,CM
117,95,6,29,Manchester City,113069,56.7,49.9,,,BallTouch,Successful,FirstHalf,Jack Grealish,LM
118,96,6,30,Manchester City,73084,64.5,59.4,,,BallRecovery,Successful,FirstHalf,Kevin De-Bruyne,AM
119,97,6,32,Manchester City,73084,72.8,66.6,92,61.2,Pass,Successful,FirstHalf,Kevin De-Bruyne,AM
120,37,6,34,Real Madrid,73798,7,38,,,Challenge,Unsuccessful,FirstHalf,Thibaut Courtois,GK
121,98,6,34,Manchester City,315227,93,62,,,TakeOn,Successful,FirstHalf,Erling Haaland,FWD
122,521,45,7,Manchester City,297390,92.9,55.6,,,CornerAwarded,Successful,FirstHalf,Manuel Akanji,LB
123,99,6,35,Manchester City,315227,98.4,66,87.6,43.4,Pass,Unsuccessful,FirstHalf,Erling Haaland,FWD
124,38,6,37,Real Madrid,369109,13,45.6,,,BallRecovery,Successful,FirstHalf,Eduardo Camavinga,LB
125,39,6,39,Real Madrid,369109,20.2,52.4,32.3,70.7,Pass,Successful,FirstHalf,Eduardo Camavinga,LB
126,40,6,40,Real Madrid,20874,32.3,70.7,25.3,66.1,Pass,Unsuccessful,FirstHalf,Luka Modric,CM
127,41,6,42,Real Madrid,31772,24.8,71.6,,,Challenge,Unsuccessful,FirstHalf,Toni Kroos,CM
128,100,6,42,Manchester City,136741,75.2,28.4,,,TakeOn,Successful,FirstHalf,Bernardo Silva,RM
129,101,6,45,Manchester City,136741,85.1,13,,,BallRecovery,Successful,FirstHalf,Bernardo Silva,RM
130,102,6,49,Manchester City,136741,96.6,2.8,88.6,7.6,Pass,Successful,FirstHalf,Bernardo Silva,RM
131,103,6,50,Manchester City,69778,88.6,7.6,80.8,27.8,Pass,Successful,FirstHalf,Kyle Walker,RB
132,104,6,55,Manchester City,303139,91.3,32.8,,,MissedShots,Successful,FirstHalf,Hernandez Rodri,DM
133,43,7,28,Real Madrid,73798,5,42.9,61.7,11.4,Pass,Unsuccessful,FirstHalf,Thibaut Courtois,GK
134,106,7,32,Manchester City,297390,37.3,89.9,,,Aerial,Successful,FirstHalf,Manuel Akanji,LB
135,44,7,32,Real Madrid,344644,62.7,10.1,,,Aerial,Unsuccessful,FirstHalf,Federico Valverde,MC
136,115,7,32,Manchester City,297390,33.6,93,,,BallTouch,Successful,FirstHalf,Manuel Akanji,LB
137,45,7,32,Real Madrid,344644,61.7,11.4,,,BallTouch,Successful,FirstHalf,Federico Valverde,MC
138,108,7,43,Manchester City,297390,30.1,100,15,86.9,Pass,Successful,FirstHalf,Manuel Akanji,LB
139,109,7,46,Manchester City,313171,13.6,87,25.4,97.5,Pass,Successful,FirstHalf,Ruben Dias,CB
140,110,7,48,Manchester City,297390,25.7,97.5,14.6,87.9,Pass,Successful,FirstHalf,Manuel Akanji,LB
141,111,7,50,Manchester City,313171,14.6,88.2,19.3,97.7,Pass,Successful,FirstHalf,Ruben Dias,CB
142,112,7,52,Manchester City,297390,19.3,97.7,11.2,88.5,Pass,Successful,FirstHalf,Manuel Akanji,LB
143,113,7,54,Manchester City,313171,12.3,92.7,44.8,87.8,Pass,Successful,FirstHalf,Ruben Dias,CB
144,114,7,57,Manchester City,315227,45.2,85.8,,,Foul,Successful,FirstHalf,Erling Haaland,FWD
145,47,7,57,Real Madrid,337879,54.8,14.2,,,Foul,Unsuccessful,FirstHalf,Eder Militao,CB
146,116,8,12,Manchester City,77464,44.5,83.1,36.5,83.3,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
147,117,8,19,Manchester City,297390,38.3,68.1,30.1,52.4,Pass,Successful,FirstHalf,Manuel Akanji,LB
148,118,8,22,Manchester City,313171,30,52.4,26.7,21.7,Pass,Successful,FirstHalf,Ruben Dias,CB
149,124,9,25,Manchester City,73084,56.3,34,53.5,66.3,Pass,Successful,FirstHalf,Kevin De-Bruyne,AM
150,119,8,25,Manchester City,69778,27.2,17.9,65.9,16.7,Pass,Unsuccessful,FirstHalf,Kyle Walker,RB
151,48,8,26,Real Madrid,369109,36.4,83.6,,,Foul,Successful,FirstHalf,Eduardo Camavinga,LB
152,120,8,26,Manchester City,136741,63.6,16.4,,,Foul,Unsuccessful,FirstHalf,Bernardo Silva,RM
153,49,8,49,Real Madrid,31772,38.3,81.3,45.8,71.6,Pass,Successful,FirstHalf,Toni Kroos,CM
154,50,8,51,Real Madrid,14296,43.6,78.8,46.6,93.1,Pass,Successful,FirstHalf,Karim Benzema,FWD
155,743,8,53,Real Madrid,369109,40.2,94.5,,,TakeOn,Unsuccessful,FirstHalf,Eduardo Camavinga,LB
156,52,8,53,Real Madrid,369109,45.3,95.4,,,Foul,Successful,FirstHalf,Eduardo Camavinga,LB
157,121,8,53,Manchester City,136741,54.7,4.6,,,Foul,Unsuccessful,FirstHalf,Bernardo Silva,RM
158,53,9,12,Real Madrid,31772,44.7,93.7,33.2,91.6,Pass,Successful,FirstHalf,Toni Kroos,CM
159,54,9,16,Real Madrid,369109,34.5,84.5,4.4,65.5,Pass,Successful,FirstHalf,Eduardo Camavinga,LB
160,55,9,20,Real Madrid,73798,8.1,69.9,61.5,81.7,Pass,Unsuccessful,FirstHalf,Thibaut Courtois,GK
161,122,9,23,Manchester City,69778,41.4,22.7,56.3,34,Pass,Successful,FirstHalf,Kyle Walker,RB
162,123,9,25,Manchester City,73084,56.3,34,,,BallRecovery,Successful,FirstHalf,Kevin De-Bruyne,AM
163,324,47,40,Real Madrid,344644,10.3,35.8,,,Aerial,Successful,SecondHalf,Federico Valverde,MC
164,125,9,28,Manchester City,77464,53.5,66.3,60,85.7,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
165,126,9,29,Manchester City,113069,60,85.7,40.7,80.4,Pass,Successful,FirstHalf,Jack Grealish,LM
166,127,9,32,Manchester City,297390,41.1,78.8,46.1,65.4,Pass,Successful,FirstHalf,Manuel Akanji,LB
167,128,9,35,Manchester City,303139,56.4,56.4,57.6,37.9,Pass,Successful,FirstHalf,Hernandez Rodri,DM
168,129,9,39,Manchester City,101374,73.7,19.1,84.4,5.5,Pass,Successful,FirstHalf,John Stones,DM
169,130,9,42,Manchester City,136741,83.4,6.2,74.2,30.1,Pass,Successful,FirstHalf,Bernardo Silva,RM
170,131,9,45,Manchester City,303139,75.2,32,86.1,94.1,Pass,Successful,FirstHalf,Hernandez Rodri,DM
171,132,9,52,Manchester City,113069,90.8,84,74.6,60.8,Pass,Successful,FirstHalf,Jack Grealish,LM
172,133,9,55,Manchester City,303139,75.1,59.9,77.4,92.6,Pass,Successful,FirstHalf,Hernandez Rodri,DM
173,134,9,59,Manchester City,73084,75,86.7,91.8,55.2,Pass,Unsuccessful,FirstHalf,Kevin De-Bruyne,AM
174,57,10,0,Real Madrid,337879,9.6,46.5,2.2,60.4,Clearance,Successful,FirstHalf,Eder Militao,CB
175,58,10,3,Real Madrid,73798,2.2,60.7,,,Claim,Successful,FirstHalf,Thibaut Courtois,GK
176,59,10,5,Real Madrid,73798,8,59.3,23.1,62.2,Pass,Successful,FirstHalf,Thibaut Courtois,GK
177,60,10,8,Real Madrid,31772,27.3,61.5,31.4,71.4,Pass,Successful,FirstHalf,Toni Kroos,CM
178,61,10,10,Real Madrid,14296,31.3,76.4,,,Dispossessed,Successful,FirstHalf,Karim Benzema,FWD
179,135,10,10,Manchester City,313171,68.7,23.6,,,Tackle,Successful,FirstHalf,Ruben Dias,CB
180,136,10,12,Manchester City,136741,67.9,11.6,,,BallRecovery,Successful,FirstHalf,Bernardo Silva,RM
181,137,10,12,Manchester City,136741,67.9,11.6,61,8.3,Pass,Successful,FirstHalf,Bernardo Silva,RM
182,138,10,16,Manchester City,101374,62.5,16.7,63.6,33.4,Pass,Successful,FirstHalf,John Stones,DM
183,139,10,20,Manchester City,303139,66,37.7,73.8,19.3,Pass,Successful,FirstHalf,Hernandez Rodri,DM
184,140,10,24,Manchester City,73084,80.2,15.5,85.8,7.7,Pass,Successful,FirstHalf,Kevin De-Bruyne,AM
185,141,10,25,Manchester City,136741,85.8,7.7,72.1,10.3,Pass,Successful,FirstHalf,Bernardo Silva,RM
186,142,10,31,Manchester City,101374,69.2,27.4,69.3,44.6,Pass,Successful,FirstHalf,John Stones,DM
187,143,10,31,Manchester City,303139,69.3,44.6,64.5,36.1,Pass,Successful,FirstHalf,Hernandez Rodri,DM
188,144,10,34,Manchester City,101374,63.3,42.8,53.6,47.8,Pass,Successful,FirstHalf,John Stones,DM
189,145,10,37,Manchester City,313171,55.1,47.6,59,26.8,Pass,Successful,FirstHalf,Ruben Dias,CB
190,146,10,41,Manchester City,69778,65.6,23.6,67.3,41.5,Pass,Successful,FirstHalf,Kyle Walker,RB
191,147,10,43,Manchester City,101374,68.7,42.7,68.7,56.9,Pass,Successful,FirstHalf,John Stones,DM
192,148,10,45,Manchester City,303139,69.4,54.9,73.5,54.3,Pass,Successful,FirstHalf,Hernandez Rodri,DM
193,149,10,46,Manchester City,77464,73.5,54.3,72.5,78.8,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
194,150,10,49,Manchester City,297390,79.4,78.6,87.8,87.8,Pass,Successful,FirstHalf,Manuel Akanji,LB
195,151,10,52,Manchester City,113069,90.6,82.5,76.3,71.1,Pass,Successful,FirstHalf,Jack Grealish,LM
196,152,10,54,Manchester City,303139,76.7,70.2,73.6,48.7,Pass,Successful,FirstHalf,Hernandez Rodri,DM
197,153,10,57,Manchester City,101374,73.6,52.1,68.8,77,Pass,Successful,FirstHalf,John Stones,DM
198,154,10,58,Manchester City,297390,70.1,77.6,81.8,91.5,Pass,Successful,FirstHalf,Manuel Akanji,LB
199,155,11,4,Manchester City,113069,86.2,72.9,90.2,69.2,Pass,Unsuccessful,FirstHalf,Jack Grealish,LM
200,62,11,5,Real Madrid,106883,10.8,29.9,,,BallTouch,Successful,FirstHalf,Dani Carvajal,RB
201,548,47,40,Manchester City,101374,89.7,64.2,,,Aerial,Unsuccessful,SecondHalf,John Stones,DM
202,156,11,8,Manchester City,77464,89.8,70.4,78.4,75,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
203,157,11,12,Manchester City,113069,77.4,70.8,73.5,41.5,Pass,Successful,FirstHalf,Jack Grealish,LM
204,158,11,14,Manchester City,101374,74.1,43.5,,,MissedShots,Successful,FirstHalf,John Stones,DM
205,64,11,34,Real Madrid,337879,5.5,37,3.8,44.3,Pass,Successful,FirstHalf,Eder Militao,CB
206,65,11,37,Real Madrid,73798,12,47,67.1,15.3,Pass,Unsuccessful,FirstHalf,Thibaut Courtois,GK
207,160,11,40,Manchester City,313171,41.5,81.2,,,BallRecovery,Successful,FirstHalf,Ruben Dias,CB
208,161,11,42,Manchester City,313171,43,83.3,47.8,94.8,Pass,Successful,FirstHalf,Ruben Dias,CB
209,162,11,44,Manchester City,297390,47.8,94.8,36.8,94.2,Pass,Successful,FirstHalf,Manuel Akanji,LB
210,163,11,46,Manchester City,313171,37.8,91.2,44.6,77.4,Pass,Successful,FirstHalf,Ruben Dias,CB
211,164,11,51,Manchester City,303139,53.7,56.6,45.7,46.7,Pass,Successful,FirstHalf,Hernandez Rodri,DM
212,165,11,53,Manchester City,101374,46.1,40.9,53.8,21.2,Pass,Successful,FirstHalf,John Stones,DM
213,166,11,54,Manchester City,69778,53.8,21.2,45,29.3,Pass,Successful,FirstHalf,Kyle Walker,RB
214,167,11,56,Manchester City,101374,45.8,31.1,54.8,47.8,Pass,Successful,FirstHalf,John Stones,DM
215,168,11,57,Manchester City,303139,54.8,47.8,51.4,38.5,Pass,Successful,FirstHalf,Hernandez Rodri,DM
216,968,12,2,Manchester City,101374,73.9,42.1,,,TakeOn,Unsuccessful,FirstHalf,John Stones,DM
217,169,12,4,Manchester City,101374,74.6,39.1,88,13.7,Pass,Successful,FirstHalf,John Stones,DM
218,170,12,7,Manchester City,136741,83.9,16.9,72.9,64.9,Pass,Successful,FirstHalf,Bernardo Silva,RM
219,171,12,10,Manchester City,297390,72.9,62.9,82,77.3,Pass,Successful,FirstHalf,Manuel Akanji,LB
220,172,12,13,Manchester City,113069,87.9,73.7,95.5,46.4,Pass,Successful,FirstHalf,Jack Grealish,LM
221,174,12,15,Manchester City,315227,96.5,46.7,,,SavedShot,Successful,FirstHalf,Erling Haaland,FWD
222,66,12,15,Real Madrid,73798,1.1,51,,,Save,Successful,FirstHalf,Thibaut Courtois,GK
223,67,12,16,Real Madrid,39722,3.7,47.3,32.5,29.2,Clearance,Successful,FirstHalf,David Alaba,CB
224,571,51,36,Manchester City,121774,3.6,28.9,,,KeeperPickup,Successful,SecondHalf,Moraes Ederson ,GK
225,175,12,18,Manchester City,303139,71.2,64.7,73.2,73.8,Pass,Successful,FirstHalf,Hernandez Rodri,DM
226,176,12,19,Manchester City,297390,73.2,73.8,71.5,60.9,Pass,Successful,FirstHalf,Manuel Akanji,LB
227,177,12,21,Manchester City,303139,69.2,57.8,76.1,56.1,Pass,Unsuccessful,FirstHalf,Hernandez Rodri,DM
228,68,12,23,Real Madrid,337879,25.4,39.3,44.7,66.9,Pass,Unsuccessful,FirstHalf,Eder Militao,CB
229,178,12,27,Manchester City,69778,56.1,27.1,76.1,2.5,Pass,Successful,FirstHalf,Kyle Walker,RB
230,179,12,32,Manchester City,136741,74.7,4.3,69.3,28.1,Pass,Successful,FirstHalf,Bernardo Silva,RM
231,180,12,37,Manchester City,101374,74,47,81,80.4,Pass,Successful,FirstHalf,John Stones,DM
232,181,12,41,Manchester City,113069,83.6,74.2,,,MissedShots,Successful,FirstHalf,Jack Grealish,LM
233,71,13,6,Real Madrid,39722,5.4,59.3,3.5,51.3,Pass,Successful,FirstHalf,David Alaba,CB
234,72,13,7,Real Madrid,73798,7.7,52.2,25.2,66,Pass,Successful,FirstHalf,Thibaut Courtois,GK
235,73,13,8,Real Madrid,20874,27.5,67.4,20.3,92.6,Pass,Successful,FirstHalf,Luka Modric,CM
236,74,13,10,Real Madrid,369109,20.3,92.6,30.4,93.6,Pass,Successful,FirstHalf,Eduardo Camavinga,LB
