index,event_id,minute,second,team_id,player_id,x,y,end_x,end_y,type_display_name,outcome_type_display_name,period_display_name,player_name,Position
1418,666,82,57,Real Madrid,144511,59.6,14.5,,,Foul,Successful,SecondHalf,Lucas Vazquez,RB
1419,855,83,25,Manchester City,73084,0,0,,,SubstitutionOff,Successful,SecondHalf,Kevin De-Bruyne,AM
1420,856,83,25,Manchester City,331254,0,0,,,SubstitutionOn,Successful,SecondHalf,Phil Foden,AM
1421,667,83,29,Real Madrid,144890,56.1,5.2,40.7,21.1,Pass,Successful,SecondHalf,Dani Ceballos,AM
1422,739,83,31,Real Madrid,353423,41.2,22.2,52.3,17.3,Pass,Successful,SecondHalf,Aurelien Tchouameni,DM
1423,740,83,33,Real Madrid,337879,53.7,15.3,54.5,6.9,Pass,Successful,SecondHalf,Eder Militao,CB
1424,741,83,35,Real Madrid,144890,52.3,7.7,43.6,25.3,Pass,Successful,SecondHalf,Dani Ceballos,AM
1425,668,83,35,Real Madrid,337879,52.5,9.2,40.8,22,Pass,Successful,SecondHalf,Eder Militao,CB
1426,669,83,38,Real Madrid,353423,37.5,38.9,33.4,66.3,Pass,Successful,SecondHalf,Aurelien Tchouameni,DM
1427,670,83,44,Real Madrid,104010,36.6,70.8,51.5,73.6,Pass,Successful,SecondHalf,Antonio Rudiger,CB
1428,671,83,47,Real Madrid,337782,47.5,71,62,13,Pass,Successful,SecondHalf,Vinicius Junior,FWD
1429,672,83,50,Real Madrid,144511,63.6,11.7,59.4,22.6,Pass,Successful,SecondHalf,Lucas Vazquez,RB
1430,673,83,54,Real Madrid,144890,60.6,17.6,59.7,35.4,Pass,Successful,SecondHalf,Dani Ceballos,AM
1431,674,83,57,Real Madrid,137467,62.7,38.2,,,Foul,Successful,SecondHalf,Marco Asensio,FWD
1432,857,83,57,Manchester City,136741,37.3,61.8,,,Foul,Unsuccessful,SecondHalf,Bernardo Silva,RM
1433,675,84,4,Real Madrid,137467,62.4,50.1,63.2,84.2,Pass,Successful,SecondHalf,Marco Asensio,FWD
1434,676,84,7,Real Madrid,39722,64.7,89.2,65,83.6,Pass,Successful,SecondHalf,David Alaba,CB
1435,677,84,8,Real Madrid,14296,65,83.6,71.2,100,Pass,Unsuccessful,SecondHalf,Karim Benzema,FWD
1436,860,84,36,Manchester City,69778,30.9,0,61.7,15.1,Pass,Unsuccessful,SecondHalf,Kyle Walker,RB
1437,680,84,38,Real Madrid,104010,34.8,81.7,,,BallTouch,Successful,SecondHalf,Antonio Rudiger,CB
1438,749,84,40,Real Madrid,39722,43.2,81,,,Challenge,Unsuccessful,SecondHalf,David Alaba,CB
1439,976,84,40,Manchester City,104749,56.8,19,,,TakeOn,Successful,SecondHalf,Riyad Mahrez,FWD
1440,861,84,40,Manchester City,104749,58.4,27.7,59.8,31.9,Pass,Unsuccessful,SecondHalf,Riyad Mahrez,FWD
1441,681,84,41,Real Madrid,353423,37.6,69.1,,,Interception,Successful,SecondHalf,Aurelien Tchouameni,DM
1442,862,84,43,Manchester City,136741,46.6,30.8,44.2,8,Pass,Successful,SecondHalf,Bernardo Silva,RM
1443,863,84,47,Manchester City,69778,55,2.6,29.6,5.3,Pass,Successful,SecondHalf,Kyle Walker,RB
1444,864,84,53,Manchester City,101374,25.3,26.5,18.9,71.4,Pass,Successful,SecondHalf,John Stones,DM
1445,865,85,0,Manchester City,313171,32.6,79.1,35.1,97.2,Pass,Successful,SecondHalf,Ruben Dias,CB
1446,866,85,3,Manchester City,297390,31.8,94.8,5,68.4,Pass,Successful,SecondHalf,Manuel Akanji,LB
1447,867,85,5,Manchester City,121774,5,68.4,53.9,54.9,Pass,Successful,SecondHalf,Moraes Ederson ,GK
1448,868,85,9,Manchester City,315227,54,54.9,48.5,59,Pass,Unsuccessful,SecondHalf,Erling Haaland,FWD
1449,750,85,10,Real Madrid,353423,52.8,42.4,,,Aerial,Successful,SecondHalf,Aurelien Tchouameni,DM
1450,977,85,10,Manchester City,331254,47.2,57.6,,,Aerial,Unsuccessful,SecondHalf,Phil Foden,AM
1451,682,85,10,Real Madrid,353423,52.1,42.7,59.6,44,Pass,Unsuccessful,SecondHalf,Aurelien Tchouameni,DM
1452,869,85,12,Manchester City,303139,41.4,58.5,35.1,58.4,Pass,Successful,SecondHalf,Hernandez Rodri,DM
1453,870,85,15,Manchester City,136741,44.2,38.2,37.8,20,Pass,Successful,SecondHalf,Bernardo Silva,RM
1454,871,85,17,Manchester City,69778,37.8,20,44.1,12.4,Pass,Successful,SecondHalf,Kyle Walker,RB
1455,872,85,19,Manchester City,136741,44.1,12.4,43.9,28.7,Pass,Successful,SecondHalf,Bernardo Silva,RM
1456,873,85,21,Manchester City,303139,44.1,28.7,54.7,28.6,Pass,Successful,SecondHalf,Hernandez Rodri,DM
1457,874,85,22,Manchester City,331254,54.7,28.6,44.3,31,Pass,Successful,SecondHalf,Phil Foden,AM
1458,875,85,23,Manchester City,303139,44.4,31.1,44.5,48.2,Pass,Successful,SecondHalf,Hernandez Rodri,DM
1459,876,85,24,Manchester City,101374,44.5,48.2,46,41.9,Pass,Successful,SecondHalf,John Stones,DM
1460,877,85,29,Manchester City,136741,59.9,32.8,65.9,13.7,Pass,Successful,SecondHalf,Bernardo Silva,RM
1461,878,85,32,Manchester City,331254,69.7,12.5,72.3,1.9,Pass,Successful,SecondHalf,Phil Foden,AM
1462,879,85,36,Manchester City,104749,71.4,9.5,65.9,27.2,Pass,Successful,SecondHalf,Riyad Mahrez,FWD
1463,880,85,38,Manchester City,303139,66.1,27.2,69.1,19,Pass,Successful,SecondHalf,Hernandez Rodri,DM
1464,881,85,42,Manchester City,104749,76.3,15.1,77.6,6.5,Pass,Successful,SecondHalf,Riyad Mahrez,FWD
1465,882,85,47,Manchester City,331254,73.6,28.1,69.4,40.9,Pass,Successful,SecondHalf,Phil Foden,AM
1466,883,85,50,Manchester City,101374,69.8,41.5,71.3,76.1,Pass,Successful,SecondHalf,John Stones,DM
1467,884,85,52,Manchester City,136741,71,79.8,79.8,97.4,Pass,Successful,SecondHalf,Bernardo Silva,RM
1468,885,85,57,Manchester City,113069,81.6,93,69.4,90.2,Pass,Successful,SecondHalf,Jack Grealish,LM
1469,886,86,1,Manchester City,136741,65.4,81.8,69.7,74.6,Pass,Successful,SecondHalf,Bernardo Silva,RM
1470,887,86,5,Manchester City,101374,77.6,82.2,92.4,90.8,Pass,Successful,SecondHalf,John Stones,DM
1471,888,86,9,Manchester City,113069,86.1,88.7,76,95.6,Pass,Successful,SecondHalf,Jack Grealish,LM
1472,889,86,12,Manchester City,101374,71.7,92.3,62.9,94.4,Pass,Successful,SecondHalf,John Stones,DM
1473,890,86,13,Manchester City,136741,62.9,94.4,76.9,96.6,Pass,Successful,SecondHalf,Bernardo Silva,RM
1474,683,86,18,Real Madrid,144511,26.8,12.6,,,Challenge,Unsuccessful,SecondHalf,Lucas Vazquez,RB
1475,891,86,18,Manchester City,113069,73.2,87.4,,,TakeOn,Successful,SecondHalf,Jack Grealish,LM
1476,892,86,19,Manchester City,113069,68.2,82.7,67.7,79.5,Pass,Unsuccessful,SecondHalf,Jack Grealish,LM
1477,684,86,19,Real Madrid,144890,28.7,19.2,,,BlockedPass,Successful,SecondHalf,Dani Ceballos,AM
1478,685,86,20,Real Madrid,337879,28.4,28.2,,,BallRecovery,Successful,SecondHalf,Eder Militao,CB
1479,686,86,21,Real Madrid,337879,26.6,27.9,26.5,25.2,Pass,Unsuccessful,SecondHalf,Eder Militao,CB
1480,965,86,21,Manchester City,331254,72.6,75.8,,,BallTouch,Successful,SecondHalf,Phil Foden,AM
1481,687,86,26,Real Madrid,144890,13.7,23.9,26.9,23.6,Pass,Successful,SecondHalf,Dani Ceballos,AM
1482,688,86,29,Real Madrid,353423,28.8,19.8,37.2,30.1,Pass,Successful,SecondHalf,Aurelien Tchouameni,DM
1483,689,86,30,Real Madrid,137467,37.2,30.1,38.1,40.1,Pass,Successful,SecondHalf,Marco Asensio,FWD
1484,690,86,31,Real Madrid,337782,38.1,40.1,34.6,40.3,Pass,Successful,SecondHalf,Vinicius Junior,FWD
1485,691,86,32,Real Madrid,137467,34.6,40.3,39.3,76.4,Pass,Successful,SecondHalf,Marco Asensio,FWD
1486,692,86,36,Real Madrid,39722,44.9,79.9,59.5,92.3,Pass,Successful,SecondHalf,David Alaba,CB
1487,693,86,42,Real Madrid,14296,70.6,83,74.4,90.3,Pass,Successful,SecondHalf,Karim Benzema,FWD
1488,694,86,44,Real Madrid,39722,73,86.3,68.2,75.8,Pass,Successful,SecondHalf,David Alaba,CB
1489,695,86,48,Real Madrid,337782,70,77.7,73.2,76.4,Pass,Unsuccessful,SecondHalf,Vinicius Junior,FWD
1490,893,86,48,Manchester City,303139,24.4,21.7,,,BlockedPass,Successful,SecondHalf,Hernandez Rodri,DM
1491,696,86,54,Real Madrid,337782,87.9,94.2,76.9,93.1,Pass,Successful,SecondHalf,Vinicius Junior,FWD
1492,697,86,57,Real Madrid,344644,76.7,92.3,71.1,81,Pass,Successful,SecondHalf,Federico Valverde,MC
1493,698,87,0,Real Madrid,353423,70.7,76.4,88,55.5,Pass,Unsuccessful,SecondHalf,Aurelien Tchouameni,DM
1494,894,87,2,Manchester City,101374,11.7,45.2,27.3,44.8,Clearance,Successful,SecondHalf,John Stones,DM
1495,925,88,57,Manchester City,365409,0,0,,,SubstitutionOn,Successful,SecondHalf,Julian Alvarez,FWD
1496,895,87,3,Manchester City,315227,27.3,44.6,22.4,39.5,Pass,Successful,SecondHalf,Erling Haaland,FWD
1497,896,87,3,Manchester City,331254,22.4,39.5,,,BallRecovery,Successful,SecondHalf,Phil Foden,AM
1498,897,87,5,Manchester City,331254,22.4,39.5,15.6,42.4,Pass,Successful,SecondHalf,Phil Foden,AM
1499,898,87,6,Manchester City,101374,18.2,39.8,39,28.1,Pass,Successful,SecondHalf,John Stones,DM
1500,899,87,10,Manchester City,104749,37.6,30.8,,,Dispossessed,Successful,SecondHalf,Riyad Mahrez,FWD
1501,699,87,10,Real Madrid,104010,62.4,69.2,,,Tackle,Unsuccessful,SecondHalf,Antonio Rudiger,CB
1502,700,87,12,Real Madrid,39722,67.8,71.6,,,Challenge,Unsuccessful,SecondHalf,David Alaba,CB
1503,900,87,12,Manchester City,303139,32.2,28.4,,,TakeOn,Successful,SecondHalf,Hernandez Rodri,DM
1504,901,87,13,Manchester City,303139,30.3,26,24.4,28.7,Pass,Successful,SecondHalf,Hernandez Rodri,DM
1505,902,87,15,Manchester City,69778,26.8,35.3,34.9,51.6,Pass,Successful,SecondHalf,Kyle Walker,RB
1506,903,87,20,Manchester City,113069,40.9,24.2,59,2.6,Pass,Successful,SecondHalf,Jack Grealish,LM
1507,904,87,29,Manchester City,104749,70.5,15.1,67.3,7.1,Pass,Successful,SecondHalf,Riyad Mahrez,FWD
1508,905,87,31,Manchester City,113069,67.3,7.1,64.4,18.2,Pass,Successful,SecondHalf,Jack Grealish,LM
1509,906,87,32,Manchester City,104749,64.5,18.1,57.1,14.8,Pass,Successful,SecondHalf,Riyad Mahrez,FWD
1510,907,87,33,Manchester City,303139,57.1,14.8,60.5,37.7,Pass,Successful,SecondHalf,Hernandez Rodri,DM
1511,908,87,37,Manchester City,101374,62.5,40.9,68.8,31.7,Pass,Successful,SecondHalf,John Stones,DM
1512,909,87,39,Manchester City,331254,67.4,29.3,63.3,20.8,Pass,Successful,SecondHalf,Phil Foden,AM
1513,910,87,40,Manchester City,303139,63.3,20.8,72.6,4.4,Pass,Successful,SecondHalf,Hernandez Rodri,DM
1514,911,87,44,Manchester City,113069,72.7,5.8,60.9,7.1,Pass,Successful,SecondHalf,Jack Grealish,LM
1515,912,87,45,Manchester City,303139,61.3,7.4,60.9,24.8,Pass,Successful,SecondHalf,Hernandez Rodri,DM
1516,913,87,48,Manchester City,69778,62.1,26.9,66.4,23.5,Pass,Successful,SecondHalf,Kyle Walker,RB
1517,914,87,51,Manchester City,331254,66.4,21.4,68,6.8,Pass,Successful,SecondHalf,Phil Foden,AM
1518,915,87,57,Manchester City,113069,74.1,51.2,73.9,90.5,Pass,Successful,SecondHalf,Jack Grealish,LM
1519,916,88,1,Manchester City,136741,73.9,90.5,54.4,75.2,Pass,Successful,SecondHalf,Bernardo Silva,RM
1520,917,88,6,Manchester City,297390,63.1,82.7,67.1,96.5,Pass,Successful,SecondHalf,Manuel Akanji,LB
1521,918,88,8,Manchester City,136741,67.3,96.5,69.1,71.7,Pass,Successful,SecondHalf,Bernardo Silva,RM
1522,919,88,9,Manchester City,331254,69.1,71.7,73.9,73.7,Pass,Successful,SecondHalf,Phil Foden,AM
1523,920,88,9,Manchester City,113069,73.9,73.7,72.4,84.8,Pass,Unsuccessful,SecondHalf,Jack Grealish,LM
1524,702,88,11,Real Madrid,144511,27.6,13.9,5.6,39.4,Pass,Successful,SecondHalf,Lucas Vazquez,RB
1525,703,88,13,Real Madrid,73798,3.9,37.6,,,BallRecovery,Successful,SecondHalf,Thibaut Courtois,GK
1526,704,88,15,Real Madrid,73798,6.1,26.4,10.2,7.2,Pass,Successful,SecondHalf,Thibaut Courtois,GK
1527,705,88,17,Real Madrid,144511,12.6,7,,,TakeOn,Successful,SecondHalf,Lucas Vazquez,RB
1528,921,88,17,Manchester City,331254,87.4,93,,,Challenge,Unsuccessful,SecondHalf,Phil Foden,AM
1529,706,88,18,Real Madrid,144511,13.8,10,21.5,10.9,Pass,Successful,SecondHalf,Lucas Vazquez,RB
1530,707,88,20,Real Madrid,144890,21.5,10.9,19,22,Pass,Successful,SecondHalf,Dani Ceballos,AM
1531,708,88,20,Real Madrid,353423,19.9,21.1,26.5,16.2,Pass,Successful,SecondHalf,Aurelien Tchouameni,DM
1532,709,88,22,Real Madrid,137467,28.6,16.2,,,Aerial,Successful,SecondHalf,Marco Asensio,FWD
1533,922,88,22,Manchester City,136741,71.4,83.8,,,Aerial,Unsuccessful,SecondHalf,Bernardo Silva,RM
1534,710,88,22,Real Madrid,137467,26.5,16.2,23.1,0,Pass,Unsuccessful,SecondHalf,Marco Asensio,FWD
1535,924,88,57,Manchester City,315227,0,0,,,SubstitutionOff,Successful,SecondHalf,Erling Haaland,FWD
1536,926,89,6,Manchester City,113069,77.4,100,87.2,94,Pass,Successful,SecondHalf,Jack Grealish,LM
1537,927,89,8,Manchester City,365409,88,91.1,84.8,95.8,Pass,Successful,SecondHalf,Julian Alvarez,FWD
1538,928,89,12,Manchester City,113069,72.9,96.2,65.4,80,Pass,Successful,SecondHalf,Jack Grealish,LM
1539,929,89,13,Manchester City,303139,65.4,80,47.1,82.5,Pass,Successful,SecondHalf,Hernandez Rodri,DM
1540,930,89,16,Manchester City,313171,47.1,82.5,32.2,66.3,Pass,Successful,SecondHalf,Ruben Dias,CB
1541,931,89,19,Manchester City,101374,30.5,65.3,28.2,30.1,Pass,Successful,SecondHalf,John Stones,DM
1542,932,89,23,Manchester City,69778,26.6,22,37.9,12.2,Pass,Successful,SecondHalf,Kyle Walker,RB
1543,933,89,26,Manchester City,104749,37.9,11.2,,,Foul,Successful,SecondHalf,Riyad Mahrez,FWD
1544,712,89,26,Real Madrid,39722,62.1,88.8,,,Foul,Unsuccessful,SecondHalf,David Alaba,CB
1545,934,89,30,Manchester City,104749,34.7,10.1,32.5,44.2,Pass,Successful,SecondHalf,Riyad Mahrez,FWD
1546,935,89,35,Manchester City,101374,39.1,49.6,44.3,46.1,Pass,Successful,SecondHalf,John Stones,DM
1547,936,89,35,Manchester City,331254,44.3,46.1,34.5,46.1,Pass,Successful,SecondHalf,Phil Foden,AM
1548,937,89,41,Manchester City,101374,35.6,38,36.4,45.2,Pass,Successful,SecondHalf,John Stones,DM
1549,938,89,42,Manchester City,331254,36.3,47.5,29.9,59.6,Pass,Successful,SecondHalf,Phil Foden,AM
1550,939,89,44,Manchester City,313171,29.9,59.6,30.9,91.7,Pass,Successful,SecondHalf,Ruben Dias,CB
1551,940,89,46,Manchester City,297390,31.2,92.4,42.8,92.6,Pass,Successful,SecondHalf,Manuel Akanji,LB
1552,941,89,48,Manchester City,136741,42.7,92.6,52.9,100,Pass,Unsuccessful,SecondHalf,Bernardo Silva,RM
1553,714,89,54,Real Madrid,144511,47,0,35.6,6.7,Pass,Successful,SecondHalf,Lucas Vazquez,RB
1554,715,89,57,Real Madrid,337879,34.2,11.3,26.7,47.7,Pass,Successful,SecondHalf,Eder Militao,CB
1555,716,90,0,Real Madrid,104010,22.2,49.3,3.7,46.2,Pass,Successful,SecondHalf,Antonio Rudiger,CB
1556,717,90,4,Real Madrid,73798,9,34.2,15.5,8.6,Pass,Successful,SecondHalf,Thibaut Courtois,GK
1557,751,90,7,Real Madrid,337879,34.7,5.5,,,TakeOn,Unsuccessful,SecondHalf,Eder Militao,CB
1558,718,90,7,Real Madrid,337879,23.8,4.2,,,Foul,Successful,SecondHalf,Eder Militao,CB
1559,944,90,7,Manchester City,113069,76.2,95.8,,,Foul,Unsuccessful,SecondHalf,Jack Grealish,LM
1560,945,90,11,Manchester City,113069,0,0,,,Card,Successful,SecondHalf,Jack Grealish,LM
1561,719,90,21,Real Madrid,337879,26.1,8.6,23.1,49.1,Pass,Successful,SecondHalf,Eder Militao,CB
1562,720,90,23,Real Madrid,144890,24.5,55.7,24.9,83.9,Pass,Successful,SecondHalf,Dani Ceballos,AM
1563,721,90,26,Real Madrid,104010,24.9,83.9,34.3,73.5,Pass,Successful,SecondHalf,Antonio Rudiger,CB
1564,722,90,29,Real Madrid,337782,43.6,65.2,,,Dispossessed,Successful,SecondHalf,Vinicius Junior,FWD
1565,946,90,29,Manchester City,365409,56.4,34.8,,,Tackle,Successful,SecondHalf,Julian Alvarez,FWD
1566,947,90,30,Manchester City,331254,54.9,43.3,,,BallRecovery,Successful,SecondHalf,Phil Foden,AM
1567,948,90,32,Manchester City,331254,60.5,34.9,65.5,23,Pass,Successful,SecondHalf,Phil Foden,AM
1568,949,90,35,Manchester City,104749,69.5,25.4,72.5,36.1,Pass,Successful,SecondHalf,Riyad Mahrez,FWD
1569,950,90,36,Manchester City,331254,73.6,39.2,87.8,44.8,Pass,Successful,SecondHalf,Phil Foden,AM
1570,951,90,39,Manchester City,365409,90.2,47.4,,,Goal,Successful,SecondHalf,Julian Alvarez,FWD
1571,723,92,1,Real Madrid,14296,50,49.9,36.6,40.3,Pass,Successful,SecondHalf,Karim Benzema,FWD
1572,724,92,1,Real Madrid,353423,36.6,40.3,33,71,Pass,Successful,SecondHalf,Aurelien Tchouameni,DM
1573,725,92,5,Real Madrid,104010,32.2,72.5,39.8,72.5,Pass,Successful,SecondHalf,Antonio Rudiger,CB
1574,726,92,6,Real Madrid,337782,39.8,72.5,30.5,78,Pass,Successful,SecondHalf,Vinicius Junior,FWD
1575,727,92,7,Real Madrid,104010,27.5,76.6,9.5,51.6,Pass,Successful,SecondHalf,Antonio Rudiger,CB
1576,728,92,12,Real Madrid,73798,12,53.2,71.3,36,Pass,Unsuccessful,SecondHalf,Thibaut Courtois,GK
1577,953,92,16,Manchester City,297390,27.9,66,,,BallRecovery,Successful,SecondHalf,Manuel Akanji,LB
1578,954,92,16,Manchester City,297390,27.7,66,29.3,51.2,Pass,Successful,SecondHalf,Manuel Akanji,LB
1579,955,92,18,Manchester City,101374,29.3,51.2,23.2,61.1,Pass,Successful,SecondHalf,John Stones,DM
1580,956,92,20,Manchester City,313171,23.2,61.5,33.9,96.3,Pass,Successful,SecondHalf,Ruben Dias,CB
1581,957,92,23,Manchester City,136741,34,97.1,60.3,92,Pass,Unsuccessful,SecondHalf,Bernardo Silva,RM
1582,729,92,27,Real Madrid,144511,37.9,8.4,,,Foul,Successful,SecondHalf,Lucas Vazquez,RB
1583,958,92,27,Manchester City,113069,62.1,91.6,,,Foul,Unsuccessful,SecondHalf,Jack Grealish,LM
1584,730,92,42,Real Madrid,337879,37.9,5.8,38.8,13.4,Pass,Successful,SecondHalf,Eder Militao,CB
1585,731,92,44,Real Madrid,353423,37.8,14.1,26.3,12.8,Pass,Successful,SecondHalf,Aurelien Tchouameni,DM
1586,732,92,48,Real Madrid,144890,28.4,9.9,42.2,4.5,Pass,Successful,SecondHalf,Dani Ceballos,AM
1587,733,92,49,Real Madrid,144511,42.2,4.5,46.5,15.6,Pass,Successful,SecondHalf,Lucas Vazquez,RB
1588,734,92,53,Real Madrid,137467,51.8,32.8,,,Foul,Successful,SecondHalf,Marco Asensio,FWD
1589,959,92,53,Manchester City,297390,48.2,67.2,,,Foul,Unsuccessful,SecondHalf,Manuel Akanji,LB
1590,735,92,59,Real Madrid,137467,54.2,50.4,51.7,50.2,Pass,Successful,SecondHalf,Marco Asensio,FWD
